InvoiceNO,InvoiceAmt,ShipDate,InvoiceDate,VendorID,VendorName,ProductID,UnitCost,ShipCost,FlatDuty,TariffAmt,ShipLocation,QualityRate,PaymentTerms,ShipTerms,PayAddress,PONumber,PODate,ReceivingNumber,ReceivingDate,QtyReceived,QtyPurchased,QtyInvoice,Approved
INV00353,172686.25,2025-07-08,2025-07-08,V103,Euro Wheels,PROD124,496.17,217.37,25.0,8211.61,Germany,5,Net 60,FOB Destination,123 Germany Blvd,PO0353,2025-06-27,REC00353,2025-07-13,331,331,331,Yes
INV00354,87228.1,2025-06-23,2025-06-23,V104,China Auto,PROD189,261.63,394.27,25.0,4133.75,China,3,Net 30,FOB Shipping Point,123 China Blvd,PO0354,2025-06-14,REC00354,2025-06-26,316,316,316,Yes
INV00355,22391.47,2025-06-04,2025-06-04,V104,China Auto,PROD489,135.9,248.74,25.0,1053.23,China,1,Net 30,FOB Shipping Point,123 China Blvd,PO0355,2025-05-24,REC00355,2025-06-09,155,155,155,No
INV00356,113476.15,2026-01-06,2026-01-06,V102,Asia Motors,PROD643,291.75,106.27,25.0,5397.38,Japan,3,Net 45,FOB Shipping Point,123 Japan Blvd,PO0356,2025-12-27,REC00356,2026-01-11,370,370,370,Yes
INV00357,11422.92,2025-08-13,2025-08-13,V102,Asia Motors,PROD667,22.58,88.73,25.0,538.53,Japan,2,Net 45,FOB Shipping Point,123 Japan Blvd,PO0357,2025-08-02,REC00357,2025-08-17,477,477,477,No
INV00358,194248.3,2025-11-20,2025-11-20,V102,Asia Motors,PROD781,467.58,294.5,25.0,9234.7,Japan,2,Net 45,FOB Shipping Point,123 Japan Blvd,PO0358,2025-11-14,REC00358,2025-11-22,395,395,395,No
INV00359,155928.28,2025-01-15,2025-01-15,V103,Euro Wheels,PROD196,329.07,72.18,25.0,7420.53,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0359,2025-01-01,REC00359,2025-01-21,451,451,451,Yes
INV00360,29265.98,2025-12-25,2025-12-25,V102,Asia Motors,PROD587,294.5,173.83,25.0,1384.15,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0360,2025-12-14,REC00360,2025-12-31,94,94,94,Yes
INV00361,62721.11,2025-05-13,2025-05-13,V104,China Auto,PROD799,133.31,127.06,25.0,2979.48,China,3,Net 30,FOB Shipping Point,123 China Blvd,PO0361,2025-05-07,REC00361,2025-05-16,447,447,447,Yes
INV00362,85002.19,2025-01-18,2025-01-18,V104,China Auto,PROD744,406.82,399.31,25.0,4027.52,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0362,2025-01-03,REC00362,2025-01-24,198,198,198,Yes
INV00363,2167.5,2025-12-26,2025-12-26,V101,Global Tech Parts,PROD549,24.93,472.26,0.0,0.0,USA,2,Net 30,FOB Destination,123 USA Blvd,PO0363,2025-12-13,REC00363,2025-12-31,68,68,68,No
INV00364,186646.95,2025-06-04,2025-06-04,V104,China Auto,PROD820,385.69,333.68,25.0,8870.87,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0364,2025-05-24,REC00364,2025-06-09,460,460,460,Yes
INV00365,28629.59,2025-06-15,2025-06-15,V104,China Auto,PROD543,300.99,477.07,25.0,1339.41,China,2,Net 30,FOB Shipping Point,123 China Blvd,PO0365,2025-06-05,REC00365,2025-06-18,89,89,89,No
INV00366,24664.64,2025-10-19,2025-10-19,V101,Global Tech Parts,PROD622,490.27,151.14,0.0,0.0,USA,4,Net 30,FOB Destination,123 USA Blvd,PO0366,2025-10-14,REC00366,2025-10-26,50,50,50,Yes
INV00367,213924.68,2025-11-15,2025-11-15,V104,China Auto,PROD634,485.47,317.15,25.0,10170.6,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0367,2025-11-02,REC00367,2025-11-21,419,419,419,Yes
INV00368,28889.58,2025-07-17,2025-07-17,V103,Euro Wheels,PROD544,81.37,157.24,25.0,1367.02,Germany,1,Net 60,FOB Destination,123 Germany Blvd,PO0368,2025-07-03,REC00368,2025-07-20,336,336,336,No
INV00369,9055.21,2025-01-20,2025-01-20,V103,Euro Wheels,PROD898,21.99,71.48,25.0,426.61,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0369,2025-01-07,REC00369,2025-01-22,388,388,388,Yes
INV00370,14538.01,2025-02-15,2025-02-15,V104,China Auto,PROD779,54.12,476.99,25.0,668.38,China,2,Net 30,FOB Shipping Point,123 China Blvd,PO0370,2025-02-10,REC00370,2025-02-18,247,247,247,No
INV00371,75440.09,2025-12-10,2025-12-10,V102,Asia Motors,PROD230,158.28,129.21,25.0,3585.04,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0371,2025-11-29,REC00371,2025-12-15,453,453,453,Yes
INV00372,25737.72,2025-08-15,2025-08-15,V102,Asia Motors,PROD887,90.68,481.01,25.0,1201.51,Japan,3,Net 45,FOB Shipping Point,123 Japan Blvd,PO0372,2025-08-06,REC00372,2025-08-22,265,265,265,Yes
INV00373,1546.76,2025-10-07,2025-10-07,V103,Euro Wheels,PROD496,39.73,395.41,25.0,53.64,Germany,5,Net 60,FOB Destination,123 Germany Blvd,PO0373,2025-09-23,REC00373,2025-10-10,27,27,27,Yes
INV00374,72442.65,2025-04-05,2025-04-05,V102,Asia Motors,PROD806,311.07,233.86,25.0,3437.32,Japan,1,Net 45,FOB Shipping Point,123 Japan Blvd,PO0374,2025-03-28,REC00374,2025-04-08,221,221,221,No
INV00375,172326.08,2025-03-04,2025-03-04,V104,China Auto,PROD568,344.39,174.96,25.0,8196.48,China,4,Net 30,FOB Shipping Point,123 China Blvd,PO0375,2025-02-19,REC00375,2025-03-07,476,476,476,Yes
INV00376,18377.09,2025-09-09,2025-09-09,V104,China Auto,PROD806,368.44,169.58,25.0,865.83,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0376,2025-08-26,REC00376,2025-09-11,47,47,47,Yes
INV00377,66571.0,2025-10-17,2025-10-17,V104,China Auto,PROD149,254.12,106.33,25.0,3163.79,China,2,Net 30,FOB Shipping Point,123 China Blvd,PO0377,2025-10-07,REC00377,2025-10-21,249,249,249,No
INV00378,59169.95,2025-01-23,2025-01-23,V102,Asia Motors,PROD519,240.38,83.58,25.0,2812.45,Japan,2,Net 45,FOB Shipping Point,123 Japan Blvd,PO0378,2025-01-14,REC00378,2025-01-25,234,234,234,No
INV00379,179129.24,2025-02-22,2025-02-22,V102,Asia Motors,PROD842,488.15,221.67,25.0,8518.22,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0379,2025-02-08,REC00379,2025-02-27,349,349,349,Yes
INV00380,153561.69,2025-02-04,2025-02-04,V103,Euro Wheels,PROD584,322.81,331.06,25.0,7295.51,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0380,2025-01-28,REC00380,2025-02-11,452,452,452,Yes
INV00381,37578.59,2025-03-26,2025-03-26,V104,China Auto,PROD648,81.47,256.62,25.0,1776.05,China,3,Net 30,FOB Shipping Point,123 China Blvd,PO0381,2025-03-21,REC00381,2025-03-28,436,436,436,Yes
INV00382,26267.63,2025-04-24,2025-04-24,V101,Global Tech Parts,PROD472,224.7,427.13,0.0,0.0,USA,3,Net 30,FOB Destination,123 USA Blvd,PO0382,2025-04-14,REC00382,2025-04-27,115,115,115,Yes
INV00383,10235.38,2025-11-25,2025-11-25,V101,Global Tech Parts,PROD912,113.16,164.14,0.0,0.0,USA,2,Net 30,FOB Destination,123 USA Blvd,PO0383,2025-11-15,REC00383,2025-11-27,89,89,89,No
INV00384,64079.31,2025-05-01,2025-05-01,V104,China Auto,PROD224,335.96,205.11,25.0,3040.44,China,1,Net 30,FOB Shipping Point,123 China Blvd,PO0384,2025-04-24,REC00384,2025-05-08,181,181,181,No
INV00385,167889.38,2025-04-16,2025-04-16,V104,China Auto,PROD323,421.07,299.57,25.0,7979.28,China,2,Net 30,FOB Shipping Point,123 China Blvd,PO0385,2025-04-11,REC00385,2025-04-23,379,379,379,No
INV00386,19129.9,2025-06-10,2025-06-10,V104,China Auto,PROD586,451.41,145.68,25.0,902.82,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0386,2025-05-29,REC00386,2025-06-13,40,40,40,Yes
INV00387,106016.84,2025-01-15,2025-01-15,V104,China Auto,PROD691,227.5,409.09,25.0,5027.75,China,3,Net 30,FOB Shipping Point,123 China Blvd,PO0387,2025-01-10,REC00387,2025-01-20,442,442,442,Yes
INV00388,157752.9,2025-03-09,2025-03-09,V101,Global Tech Parts,PROD695,454.59,464.76,0.0,0.0,USA,3,Net 30,FOB Destination,123 USA Blvd,PO0388,2025-03-03,REC00388,2025-03-12,346,346,346,Yes
INV00389,41565.15,2025-12-19,2025-12-19,V103,Euro Wheels,PROD426,215.45,141.43,25.0,1971.37,Germany,2,Net 60,FOB Destination,123 Germany Blvd,PO0389,2025-12-09,REC00389,2025-12-26,183,183,183,No
INV00390,50559.71,2025-06-14,2025-06-14,V102,Asia Motors,PROD456,104.22,415.31,25.0,2386.64,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0390,2025-06-04,REC00390,2025-06-19,458,458,458,Yes
INV00391,56636.22,2025-09-01,2025-09-01,V104,China Auto,PROD521,251.69,320.75,25.0,2680.5,China,2,Net 30,FOB Shipping Point,123 China Blvd,PO0391,2025-08-24,REC00391,2025-09-07,213,213,213,No
INV00392,30194.03,2025-10-20,2025-10-20,V104,China Auto,PROD665,146.94,83.07,25.0,1432.66,China,2,Net 30,FOB Shipping Point,123 China Blvd,PO0392,2025-10-08,REC00392,2025-10-22,195,195,195,No
INV00393,45292.18,2025-08-27,2025-08-27,V101,Global Tech Parts,PROD547,145.46,199.58,0.0,0.0,USA,4,Net 30,FOB Destination,123 USA Blvd,PO0393,2025-08-21,REC00393,2025-08-30,310,310,310,Yes
INV00394,48651.79,2025-08-10,2025-08-10,V104,China Auto,PROD475,339.37,164.75,25.0,2307.72,China,1,Net 30,FOB Shipping Point,123 China Blvd,PO0394,2025-07-30,REC00394,2025-08-14,136,136,136,No
INV00395,70747.29,2025-06-17,2025-06-17,V103,Euro Wheels,PROD694,261.63,396.15,25.0,3348.86,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0395,2025-06-12,REC00395,2025-06-19,256,256,256,Yes
INV00396,118576.13,2025-07-29,2025-07-29,V102,Asia Motors,PROD651,297.39,204.78,25.0,5635.54,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0396,2025-07-15,REC00396,2025-08-01,379,379,379,Yes
INV00397,141373.77,2025-04-14,2025-04-14,V103,Euro Wheels,PROD430,361.77,421.27,25.0,6710.83,Germany,2,Net 60,FOB Destination,123 Germany Blvd,PO0397,2025-04-01,REC00397,2025-04-21,371,371,371,No
INV00398,4716.1,2025-03-14,2025-03-14,V104,China Auto,PROD966,59.74,237.48,25.0,212.08,China,4,Net 30,FOB Shipping Point,123 China Blvd,PO0398,2025-03-02,REC00398,2025-03-20,71,71,71,Yes
INV00399,40893.54,2025-06-14,2025-06-14,V103,Euro Wheels,PROD312,104.79,267.65,25.0,1933.38,Germany,4,Net 60,FOB Destination,123 Germany Blvd,PO0399,2025-06-06,REC00399,2025-06-18,369,369,369,Yes
INV00400,20438.82,2025-12-02,2025-12-02,V102,Asia Motors,PROD564,116.92,280.2,25.0,958.74,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0400,2025-11-19,REC00400,2025-12-07,164,164,164,Yes
INV00401,35684.17,2025-06-25,2025-06-25,V101,Global Tech Parts,PROD848,206.81,319.66,0.0,0.0,USA,4,Net 30,FOB Destination,123 USA Blvd,PO0401,2025-06-14,REC00401,2025-06-30,171,171,171,Yes
INV00402,65764.78,2025-10-15,2025-10-15,V104,China Auto,PROD809,133.79,416.81,25.0,3110.62,China,2,Net 30,FOB Shipping Point,123 China Blvd,PO0402,2025-10-02,REC00402,2025-10-22,465,465,465,No
INV00403,112687.08,2025-03-07,2025-03-07,V103,Euro Wheels,PROD223,422.07,96.01,25.0,5360.29,Germany,5,Net 60,FOB Destination,123 Germany Blvd,PO0403,2025-03-01,REC00403,2025-03-12,254,254,254,Yes
INV00404,42376.76,2025-04-05,2025-04-05,V101,Global Tech Parts,PROD871,176.71,143.07,0.0,0.0,USA,1,Net 30,FOB Destination,123 USA Blvd,PO0404,2025-03-23,REC00404,2025-04-10,239,239,239,No
INV00405,26603.61,2025-08-30,2025-08-30,V101,Global Tech Parts,PROD752,242.34,430.89,0.0,0.0,USA,4,Net 30,FOB Destination,123 USA Blvd,PO0405,2025-08-20,REC00405,2025-09-03,108,108,108,Yes
INV00406,18693.15,2025-09-03,2025-09-03,V103,Euro Wheels,PROD845,75.12,53.41,25.0,886.42,Germany,4,Net 60,FOB Destination,123 Germany Blvd,PO0406,2025-08-23,REC00406,2025-09-09,236,236,236,Yes
INV00407,197941.85,2025-07-18,2025-07-18,V104,China Auto,PROD317,448.0,348.85,25.0,9408.0,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0407,2025-07-06,REC00407,2025-07-20,420,420,420,Yes
INV00408,4306.3,2025-12-05,2025-12-05,V102,Asia Motors,PROD384,328.57,486.32,25.0,180.71,Japan,2,Net 45,FOB Shipping Point,123 Japan Blvd,PO0408,2025-11-20,REC00408,2025-12-12,11,11,11,No
INV00409,43876.24,2025-08-30,2025-08-30,V104,China Auto,PROD497,387.11,359.43,25.0,2071.04,China,1,Net 30,FOB Shipping Point,123 China Blvd,PO0409,2025-08-20,REC00409,2025-09-01,107,107,107,No
INV00410,196287.16,2025-07-24,2025-07-24,V102,Asia Motors,PROD949,411.66,456.08,25.0,9324.1,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0410,2025-07-14,REC00410,2025-07-27,453,453,453,Yes
INV00411,19336.31,2025-07-17,2025-07-17,V101,Global Tech Parts,PROD826,188.33,314.98,0.0,0.0,USA,5,Net 30,FOB Destination,123 USA Blvd,PO0411,2025-07-12,REC00411,2025-07-19,101,101,101,Yes
INV00412,9023.04,2025-12-15,2025-12-15,V103,Euro Wheels,PROD358,21.38,377.62,25.0,410.5,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0412,2025-12-10,REC00412,2025-12-19,384,384,384,Yes
INV00413,22417.13,2025-02-16,2025-02-16,V101,Global Tech Parts,PROD130,310.5,371.63,0.0,0.0,USA,2,Net 30,FOB Destination,123 USA Blvd,PO0413,2025-02-10,REC00413,2025-02-21,71,71,71,No
INV00414,12208.35,2025-04-08,2025-04-08,V103,Euro Wheels,PROD544,110.76,204.66,25.0,570.41,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0414,2025-03-29,REC00414,2025-04-12,103,103,103,Yes
INV00415,20379.98,2025-12-06,2025-12-06,V101,Global Tech Parts,PROD616,123.87,65.3,0.0,0.0,USA,3,Net 30,FOB Destination,123 USA Blvd,PO0415,2025-11-25,REC00415,2025-12-11,164,164,164,Yes
INV00416,53671.39,2025-08-07,2025-08-07,V103,Euro Wheels,PROD526,462.83,189.52,25.0,2545.57,Germany,5,Net 60,FOB Destination,123 Germany Blvd,PO0416,2025-07-31,REC00416,2025-08-12,110,110,110,Yes
INV00417,8831.62,2025-02-16,2025-02-16,V102,Asia Motors,PROD132,94.64,61.88,25.0,416.42,Japan,1,Net 45,FOB Shipping Point,123 Japan Blvd,PO0417,2025-02-04,REC00417,2025-02-23,88,88,88,No
INV00418,19047.81,2025-12-12,2025-12-12,V103,Euro Wheels,PROD417,152.51,286.96,25.0,892.18,Germany,4,Net 60,FOB Destination,123 Germany Blvd,PO0418,2025-12-05,REC00418,2025-12-18,117,117,117,Yes
INV00419,44808.54,2025-06-25,2025-06-25,V103,Euro Wheels,PROD783,196.99,106.21,25.0,2127.49,Germany,4,Net 60,FOB Destination,123 Germany Blvd,PO0419,2025-06-16,REC00419,2025-06-27,216,216,216,Yes
INV00420,9119.57,2025-12-22,2025-12-22,V101,Global Tech Parts,PROD930,209.45,322.67,0.0,0.0,USA,1,Net 30,FOB Destination,123 USA Blvd,PO0420,2025-12-11,REC00420,2025-12-29,42,42,42,No
INV00421,32125.55,2025-02-21,2025-02-21,V103,Euro Wheels,PROD713,251.44,419.11,25.0,1508.64,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0421,2025-02-11,REC00421,2025-02-27,120,120,120,Yes
INV00422,61782.59,2025-05-06,2025-05-06,V103,Euro Wheels,PROD339,218.59,246.36,25.0,2929.11,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0422,2025-04-28,REC00422,2025-05-12,268,268,268,Yes
INV00423,10508.52,2025-10-27,2025-10-27,V103,Euro Wheels,PROD415,402.96,328.93,25.0,483.55,Germany,2,Net 60,FOB Destination,123 Germany Blvd,PO0423,2025-10-15,REC00423,2025-10-30,24,24,24,No
INV00424,94419.78,2025-08-17,2025-08-17,V101,Global Tech Parts,PROD702,289.51,329.03,0.0,0.0,USA,3,Net 30,FOB Destination,123 USA Blvd,PO0424,2025-08-10,REC00424,2025-08-19,325,325,325,Yes
INV00425,85018.18,2025-05-26,2025-05-26,V104,China Auto,PROD598,269.08,232.98,25.0,4036.2,China,2,Net 30,FOB Shipping Point,123 China Blvd,PO0425,2025-05-19,REC00425,2025-05-30,300,300,300,No
INV00426,172284.65,2025-12-10,2025-12-10,V102,Asia Motors,PROD298,401.03,458.4,25.0,8181.01,Japan,2,Net 45,FOB Shipping Point,123 Japan Blvd,PO0426,2025-12-04,REC00426,2025-12-16,408,408,408,No
INV00427,116274.52,2025-07-30,2025-07-30,V101,Global Tech Parts,PROD745,271.69,262.89,0.0,0.0,USA,4,Net 30,FOB Destination,123 USA Blvd,PO0427,2025-07-18,REC00427,2025-08-01,427,427,427,Yes
INV00428,39859.68,2025-03-13,2025-03-13,V101,Global Tech Parts,PROD104,261.19,419.99,0.0,0.0,USA,5,Net 30,FOB Destination,123 USA Blvd,PO0428,2025-03-01,REC00428,2025-03-15,151,151,151,Yes
INV00429,122898.98,2025-07-11,2025-07-11,V102,Asia Motors,PROD165,325.16,304.92,25.0,5836.62,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0429,2025-07-02,REC00429,2025-07-16,359,359,359,Yes
INV00430,2920.78,2025-08-18,2025-08-18,V103,Euro Wheels,PROD945,33.34,95.22,25.0,133.36,Germany,2,Net 60,FOB Destination,123 Germany Blvd,PO0430,2025-08-07,REC00430,2025-08-23,80,80,80,No
INV00431,44244.0,2025-02-18,2025-02-18,V104,China Auto,PROD602,109.68,226.35,25.0,2094.89,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0431,2025-02-03,REC00431,2025-02-22,382,382,382,Yes
INV00432,82419.29,2025-01-22,2025-01-22,V102,Asia Motors,PROD273,233.52,253.63,25.0,3911.46,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0432,2025-01-07,REC00432,2025-01-26,335,335,335,Yes
INV00433,86864.07,2025-09-25,2025-09-25,V102,Asia Motors,PROD314,165.3,230.13,25.0,4124.24,Japan,1,Net 45,FOB Shipping Point,123 Japan Blvd,PO0433,2025-09-12,REC00433,2025-10-02,499,499,499,No
INV00434,34267.59,2025-07-02,2025-07-02,V102,Asia Motors,PROD654,439.09,125.3,25.0,1624.63,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0434,2025-06-27,REC00434,2025-07-04,74,74,74,Yes
INV00435,35929.85,2025-12-19,2025-12-19,V104,China Auto,PROD179,149.93,326.46,25.0,1694.21,China,4,Net 30,FOB Shipping Point,123 China Blvd,PO0435,2025-12-11,REC00435,2025-12-25,226,226,226,Yes
INV00436,136112.11,2025-11-03,2025-11-03,V103,Euro Wheels,PROD931,360.84,68.47,25.0,6477.08,Germany,5,Net 60,FOB Destination,123 Germany Blvd,PO0436,2025-10-27,REC00436,2025-11-09,359,359,359,Yes
INV00437,11683.35,2025-08-16,2025-08-16,V102,Asia Motors,PROD912,45.44,398.32,25.0,536.19,Japan,3,Net 45,FOB Shipping Point,123 Japan Blvd,PO0437,2025-08-10,REC00437,2025-08-21,236,236,236,Yes
INV00438,63670.42,2025-05-17,2025-05-17,V104,China Auto,PROD764,222.95,205.0,25.0,3020.97,China,1,Net 30,FOB Shipping Point,123 China Blvd,PO0438,2025-05-08,REC00438,2025-05-21,271,271,271,No
INV00439,13889.67,2025-08-04,2025-08-04,V103,Euro Wheels,PROD912,29.41,308.13,25.0,645.55,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0439,2025-07-30,REC00439,2025-08-09,439,439,439,Yes
INV00440,126665.37,2025-05-06,2025-05-06,V101,Global Tech Parts,PROD743,353.74,380.19,0.0,0.0,USA,5,Net 30,FOB Destination,123 USA Blvd,PO0440,2025-04-27,REC00440,2025-05-11,357,357,357,Yes
INV00441,58353.27,2025-06-21,2025-06-21,V101,Global Tech Parts,PROD647,476.41,231.25,0.0,0.0,USA,1,Net 30,FOB Destination,123 USA Blvd,PO0441,2025-06-07,REC00441,2025-06-25,122,122,122,No
INV00442,66859.22,2025-03-02,2025-03-02,V101,Global Tech Parts,PROD475,133.26,229.22,0.0,0.0,USA,4,Net 30,FOB Destination,123 USA Blvd,PO0442,2025-02-23,REC00442,2025-03-08,500,500,500,Yes
INV00443,70660.32,2025-07-24,2025-07-24,V101,Global Tech Parts,PROD633,182.28,117.96,0.0,0.0,USA,5,Net 30,FOB Destination,123 USA Blvd,PO0443,2025-07-14,REC00443,2025-07-31,387,387,387,Yes
INV00444,50978.86,2025-03-12,2025-03-12,V103,Euro Wheels,PROD138,144.22,73.04,25.0,2422.9,Germany,2,Net 60,FOB Destination,123 Germany Blvd,PO0444,2025-03-04,REC00444,2025-03-17,336,336,336,No
INV00445,41163.15,2025-10-01,2025-10-01,V103,Euro Wheels,PROD355,313.52,317.85,25.0,1943.82,Germany,1,Net 60,FOB Destination,123 Germany Blvd,PO0445,2025-09-16,REC00445,2025-10-08,124,124,124,No
INV00446,7734.99,2025-03-10,2025-03-10,V101,Global Tech Parts,PROD458,109.67,58.09,0.0,0.0,USA,5,Net 30,FOB Destination,123 USA Blvd,PO0446,2025-03-03,REC00446,2025-03-13,70,70,70,Yes
INV00447,27581.8,2025-08-17,2025-08-17,V104,China Auto,PROD707,201.43,484.61,25.0,1289.15,China,1,Net 30,FOB Shipping Point,123 China Blvd,PO0447,2025-08-10,REC00447,2025-08-20,128,128,128,No
INV00448,48085.82,2025-02-18,2025-02-18,V101,Global Tech Parts,PROD182,223.38,59.12,0.0,0.0,USA,2,Net 30,FOB Destination,123 USA Blvd,PO0448,2025-02-04,REC00448,2025-02-23,215,215,215,No
INV00449,44768.05,2025-12-18,2025-12-18,V102,Asia Motors,PROD811,113.17,182.36,25.0,2121.94,Japan,2,Net 45,FOB Shipping Point,123 Japan Blvd,PO0449,2025-12-12,REC00449,2025-12-23,375,375,375,No
INV00450,14252.76,2025-11-02,2025-11-02,V104,China Auto,PROD360,274.47,106.28,25.0,672.45,China,4,Net 30,FOB Shipping Point,123 China Blvd,PO0450,2025-10-21,REC00450,2025-11-06,49,49,49,Yes
INV00451,60455.66,2025-04-07,2025-04-07,V101,Global Tech Parts,PROD254,188.11,260.46,0.0,0.0,USA,1,Net 30,FOB Destination,123 USA Blvd,PO0451,2025-03-31,REC00451,2025-04-13,320,320,320,No
INV00452,29679.61,2025-09-10,2025-09-10,V102,Asia Motors,PROD864,91.79,162.48,25.0,1404.39,Japan,3,Net 45,FOB Shipping Point,123 Japan Blvd,PO0452,2025-08-30,REC00452,2025-09-15,306,306,306,Yes
INV00453,35449.62,2025-02-08,2025-02-08,V103,Euro Wheels,PROD955,87.24,432.66,25.0,1666.28,Germany,5,Net 60,FOB Destination,123 Germany Blvd,PO0453,2025-01-30,REC00453,2025-02-10,382,382,382,Yes
INV00454,84327.03,2025-04-22,2025-04-22,V104,China Auto,PROD409,283.31,413.94,25.0,3994.67,China,4,Net 30,FOB Shipping Point,123 China Blvd,PO0454,2025-04-09,REC00454,2025-04-28,282,282,282,Yes
INV00455,110945.96,2025-03-11,2025-03-11,V104,China Auto,PROD970,252.98,153.67,25.0,5274.63,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0455,2025-03-02,REC00455,2025-03-13,417,417,417,Yes
INV00456,107246.42,2025-01-16,2025-01-16,V104,China Auto,PROD330,488.95,434.74,25.0,5085.08,China,4,Net 30,FOB Shipping Point,123 China Blvd,PO0456,2025-01-10,REC00456,2025-01-18,208,208,208,Yes
INV00457,127886.7,2025-11-28,2025-11-28,V103,Euro Wheels,PROD113,256.07,415.66,25.0,6068.86,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0457,2025-11-22,REC00457,2025-12-01,474,474,474,Yes
INV00458,64052.39,2025-04-06,2025-04-06,V102,Asia Motors,PROD396,301.47,85.6,25.0,3044.85,Japan,2,Net 45,FOB Shipping Point,123 Japan Blvd,PO0458,2025-04-01,REC00458,2025-04-09,202,202,202,No
INV00459,128936.16,2025-09-26,2025-09-26,V101,Global Tech Parts,PROD812,352.28,353.96,0.0,0.0,USA,4,Net 30,FOB Destination,123 USA Blvd,PO0459,2025-09-14,REC00459,2025-10-03,365,365,365,Yes
INV00460,137252.8,2025-04-26,2025-04-26,V102,Asia Motors,PROD808,395.75,100.42,25.0,6529.88,Japan,1,Net 45,FOB Shipping Point,123 Japan Blvd,PO0460,2025-04-20,REC00460,2025-05-03,330,330,330,No
INV00461,108196.55,2025-10-30,2025-10-30,V102,Asia Motors,PROD315,296.48,149.06,25.0,5143.93,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0461,2025-10-17,REC00461,2025-11-04,347,347,347,Yes
INV00462,135612.38,2025-08-15,2025-08-15,V102,Asia Motors,PROD359,382.78,140.68,25.0,6449.84,Japan,3,Net 45,FOB Shipping Point,123 Japan Blvd,PO0462,2025-08-04,REC00462,2025-08-19,337,337,337,Yes
INV00463,95387.59,2025-04-06,2025-04-06,V102,Asia Motors,PROD729,206.23,84.33,25.0,4537.06,Japan,2,Net 45,FOB Shipping Point,123 Japan Blvd,PO0463,2025-03-31,REC00463,2025-04-10,440,440,440,No
INV00464,74591.36,2025-01-21,2025-01-21,V101,Global Tech Parts,PROD484,210.51,70.82,0.0,0.0,USA,3,Net 30,FOB Destination,123 USA Blvd,PO0464,2025-01-07,REC00464,2025-01-28,354,354,354,Yes
INV00465,31107.73,2025-09-15,2025-09-15,V104,China Auto,PROD647,166.05,396.69,25.0,1461.24,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0465,2025-09-04,REC00465,2025-09-20,176,176,176,Yes
INV00466,79462.84,2025-11-12,2025-11-12,V102,Asia Motors,PROD519,417.95,445.29,25.0,3761.55,Japan,4,Net 45,FOB Shipping Point,123 Japan Blvd,PO0466,2025-11-03,REC00466,2025-11-16,180,180,180,Yes
INV00467,8797.38,2025-08-15,2025-08-15,V103,Euro Wheels,PROD160,19.01,488.77,25.0,394.46,Germany,3,Net 60,FOB Destination,123 Germany Blvd,PO0467,2025-08-04,REC00467,2025-08-22,415,415,415,Yes
INV00468,13269.15,2025-05-28,2025-05-28,V101,Global Tech Parts,PROD475,38.91,312.12,0.0,0.0,USA,2,Net 30,FOB Destination,123 USA Blvd,PO0468,2025-05-20,REC00468,2025-05-31,333,333,333,No
INV00469,6425.34,2025-05-03,2025-05-03,V102,Asia Motors,PROD862,139.01,124.04,25.0,298.87,Japan,3,Net 45,FOB Shipping Point,123 Japan Blvd,PO0469,2025-04-28,REC00469,2025-05-06,43,43,43,Yes
INV00470,9568.07,2025-04-25,2025-04-25,V104,China Auto,PROD951,314.92,284.42,25.0,440.89,China,5,Net 30,FOB Shipping Point,123 China Blvd,PO0470,2025-04-14,REC00470,2025-05-02,28,28,28,Yes
